Province,City,Area
JAWA BARAT,SUMBER,BABAKAN
JAWA BARAT,SUMBER,LOSARI-SMB
JAWA BARAT,SUMBER,BEBER
JAWA BARAT,SUMBER,GEBANG-SMB
JAWA BARAT,SUMBER,GREGED GREGET
JAWA BARAT,SUMBER,KARANGSEMBUNG
JAWA BARAT,SUMBER,KARANGWARENG
JAWA BARAT,SUMBER,LEMAHABANG
JAWA BARAT,SUMBER,PABEDILAN
JAWA BARAT,SUMBER,PABUARAN-SMB
JAWA BARAT,SUMBER,PANGENAN
JAWA BARAT,SUMBER,PASALEMAN
JAWA BARAT,SUMBER,SEDONG
JAWA BARAT,SUMBER,SUSUKAN LEBAK
JAWA BARAT,SUMBER,WALED
JAWA BARAT,SUMBER,SUSUKAN-SMB
JAWA BARAT,SUMBER,KLANGENAN
JAWA BARAT,SUMBER,PANGURAGAN
JAWA BARAT,SUMBER,JAMBLANG
JAWA BARAT,SUMBER,KALIWEDI
JAWA BARAT,SUMBER,CIWARINGIN
JAWA BARAT,SUMBER,GEGESIK
JAWA BARAT,SUMBER,PALIMANAN
JAWA BARAT,SUMBER,ARJAWINANGUN
JAWA BARAT,SUMBER,DEPOK-SMB
JAWA BARAT,SUMBER,DUKUPUNTANG
JAWA BARAT,SUMBER,PLUMBON
JAWA BARAT,SUMBER,TALUN CIREBON SELATAN
JAWA BARAT,SUMBER,KAPETAKAN
JAWA BARAT,SUMBER,SURANENGGALA
JAWA BARAT,SUKABUMI,LENGKONG-SMI
JAWA BARAT,SUKABUMI,NYALINDUNG
JAWA BARAT,SUKABUMI,CIDADAP-SMI
JAWA BARAT,SUKABUMI,CIDOLOG-SMI
JAWA BARAT,SUKABUMI,CIKEMBAR
JAWA BARAT,SUKABUMI,CURUGKEMBAR
JAWA BARAT,SUKABUMI,PABUARAN-SMI
JAWA BARAT,SUKABUMI,PURABAYA
JAWA BARAT,SUKABUMI,SAGARANTEN
JAWA BARAT,SUKABUMI,NAGRAK
JAWA BARAT,SUKABUMI,KALAPA NUNGGAL
JAWA BARAT,SUKABUMI,CIDAHU-SMI
JAWA BARAT,SUKABUMI,CICURUG
JAWA BARAT,SUKABUMI,CIAMBAR
JAWA BARAT,SUKABUMI,PARUNG KUDA
JAWA BARAT,SUKABUMI,KABANDUNGAN
JAWA BARAT,SUKABUMI,SUKALARANG
JAWA BARAT,SUKABUMI,CIREUNGHAS
JAWA BARAT,SUKABUMI,GEGER BITUNG
JAWA BARAT,SUKABUMI,KEBONPEDES
JAWA BARAT,SUKABUMI,CARINGIN-SMI
JAWA BARAT,SUKABUMI,GUNUNG GURUH
JAWA BARAT,SUKABUMI,KADUDAMPIT
MALUKU,MALUKU TENGGARA BARAT,KORMOMOLIN
MALUKU,MALUKU TENGGARA BARAT,SELARU
MALUKU,MALUKU TENGGARA BARAT,TANIMBAR SELATAN
MALUKU,MALUKU TENGGARA BARAT,TANIMBAR UTARA
MALUKU,MALUKU TENGGARA BARAT,WERMAKATIAN WER MAKATIAN
MALUKU,MALUKU TENGGARA BARAT,WERTAMRIAN
MALUKU,MALUKU TENGGARA BARAT,WETAR PULAU PULAU WETAR
MALUKU,MALUKU TENGGARA BARAT,WUARLABOBAR
MALUKU,MALUKU TENGGARA BARAT,YARU
MALUKU,MALUKU TENGGARA BARAT,MOLU MARU
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,ANTANG KALANG
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,BAAMANG
JAWA TIMUR,SUMENEP,DUNGKEK
JAWA TIMUR,SUMENEP,GANDING
JAWA TIMUR,SUMENEP,GAPURA
JAWA TIMUR,SUMENEP,GULUK GULUK
JAWA TIMUR,SUMENEP,KOTA SUMENEP
JAWA TIMUR,SUMENEP,LENTENG
JAWA TIMUR,SUMENEP,MANDING
JAWA TIMUR,SUMENEP,PASONGSONGAN
JAWA TIMUR,SUMENEP,PRAGAAN
JAWA TIMUR,SUMENEP,RUBARU
JAWA TIMUR,SUMENEP,SARONGGI
JAWA TIMUR,SUMENEP,TALANGO
JAWA TIMUR,SUMENEP,KALIANGET
JAWA TIMUR,SUMENEP,SAPEKEN
JAWA TIMUR,SUMENEP,RAAS
JAWA TIMUR,SUMENEP,NONGGUNONG
JAWA TIMUR,SUMENEP,KANGAYAN
JAWA TIMUR,SUMENEP,GAYAM-SNX
JAWA TIMUR,SUMENEP,GILI GINTING
JAWA TIMUR,SUMENEP,ARJASA-SNX
PAPUA,SORENDIWERI,KEPULAUAN ARURI
PAPUA,SORENDIWERI,SUPIORI BARAT
PAPUA,SORENDIWERI,SUPIORI SELATAN
PAPUA,SORENDIWERI,SUPIORI TIMUR
PAPUA,SORENDIWERI,SUPIORI UTARA
NUSA TENGGARA TIMUR,SOE,AMANUBAN TENGAH
NUSA TENGGARA TIMUR,SOE,KOTA SOE
NUSA TENGGARA TIMUR,SOE,AMANATUN SELATAN
NUSA TENGGARA TIMUR,SOE,AMANUBAN SELATAN
NUSA TENGGARA TIMUR,SOE,AMANUBAN TIMUR
NUSA TENGGARA TIMUR,SOE,BOKING
NUSA TENGGARA TIMUR,SOE,FATUKOPA
NUSA TENGGARA TIMUR,SOE,FATUMNASI
NUSA TENGGARA TIMUR,SOE,FAUTMOLO
NUSA TENGGARA TIMUR,SOE,KIE
NUSA TENGGARA TIMUR,SOE,KOK BAUN
NUSA TENGGARA TIMUR,SOE,KOLBANO
NUSA TENGGARA TIMUR,SOE,KOT OLIN
NUSA TENGGARA TIMUR,SOE,KUALIN
NUSA TENGGARA TIMUR,SOE,KUANFATU
NUSA TENGGARA TIMUR,SOE,KUATNANA
NUSA TENGGARA TIMUR,SOE,NOEBANA
NUSA TENGGARA TIMUR,SOE,NOEBABA
NUSA TENGGARA TIMUR,SOE,NUNKOLO
NUSA TENGGARA TIMUR,SOE,SANTIAN
NUSA TENGGARA TIMUR,SOE,TOBU
NUSA TENGGARA TIMUR,SOE,TOIANAS
JAWA BARAT,SOREANG,MAJALAYA-SOG
JAWA BARAT,SOREANG,CIKANCUNG
JAWA BARAT,SOREANG,CIPARAY
JAWA BARAT,SOREANG,IBUN
JAWA BARAT,SOREANG,KERTASARI
JAWA BARAT,SOREANG,PACET-SOG
JAWA BARAT,SOREANG,PASEH-SOG
JAWA BARAT,SOREANG,SOLOKAN JERUK
JAWA BARAT,SOREANG,CILENGKRANG
JAWA BARAT,SOREANG,CILEUNYI
JAWA BARAT,SOREANG,RANCAEKEK
JAWA BARAT,SOREANG,NAGREG
JAWA BARAT,SOREANG,CICALENGKA
JAWA BARAT,SOREANG,DAYEUHKOLOT
JAWA BARAT,SOREANG,PAMEUNGPEUK-SOG
JAWA BARAT,SOREANG,BALEENDAH
JAWA BARAT,SOREANG,CIMEUNYAN
JAWA BARAT,SOREANG,CIBEUNYING KIDUL-SOG
JAWA BARAT,SOREANG,SOREANG-SOG
JAWA BARAT,SOREANG,CANGKUANG
JAWA BARAT,SOREANG,KATAPANG
JAWA BARAT,SOREANG,KUTAWARINGIN
JAWA BARAT,SOREANG,PASIRJAMBU
JAWA BARAT,SOREANG,RANCABALI
JAWA BARAT,SOREANG,CIMAUNG
JAWA BARAT,SOREANG,PANGALENGAN
JAWA BARAT,SOREANG,BANJARAN-SOG
JAWA BARAT,SOREANG,ARJASARI
JAWA BARAT,SOREANG,MARGA ASIH
JAWA BARAT,SOREANG,MARGAHAYU
JAWA TIMUR,SAMPANG,BANYUATES
JAWA TIMUR,SAMPANG,JRENGIK
JAWA TIMUR,SAMPANG,KARANG PENANG
JAWA TIMUR,SAMPANG,KEDUNGDUNG
JAWA TIMUR,SAMPANG,KETAPANG-SPG
JAWA TIMUR,SAMPANG,OMBEN
JAWA TIMUR,SAMPANG,PANGARENGAN
JAWA TIMUR,SAMPANG,ROBATAL
JAWA TIMUR,SAMPANG,SAMPANG-SPG
JAWA TIMUR,SAMPANG,SOKOBANAH
JAWA TIMUR,SAMPANG,SRESEH
JAWA TIMUR,SAMPANG,TAMBELANGAN
KALIMANTAN BARAT,SINTANG,SINTANG
KALIMANTAN BARAT,SINTANG,AMBALAU-SQG
KALIMANTAN BARAT,SINTANG,BINJAI HULU
KALIMANTAN BARAT,SINTANG,DEDAI
KALIMANTAN BARAT,SINTANG,KAYAN HULU-SQG
KALIMANTAN BARAT,SINTANG,KELAM PERMAI
KALIMANTAN BARAT,SINTANG,KETUNGAU HILIR
KALIMANTAN BARAT,SINTANG,KETUNGAU HULU
NANGGROE ACEH DARUSSALAM,ACEH SELATAN,LABUHAN HAJI TIMUR
NANGGROE ACEH DARUSSALAM,ACEH SELATAN,MEUKEK
NANGGROE ACEH DARUSSALAM,ACEH SELATAN,PASIE RAJA
NANGGROE ACEH DARUSSALAM,ACEH SELATAN,SAWANG-TPK
NANGGROE ACEH DARUSSALAM,ACEH SELATAN,TRUMON
NANGGROE ACEH DARUSSALAM,ACEH SELATAN,TRUMON TIMUR
NANGGROE ACEH DARUSSALAM,ACEH SELATAN,KOTA BAHAGIA
NANGGROE ACEH DARUSSALAM,ACEH SELATAN,TRUMON TENGAH
SULAWESI TENGGARA,TIRAWUTA,AERE
SULAWESI TENGGARA,TIRAWUTA,DANGIA
SULAWESI TENGGARA,TIRAWUTA,LADONGI
SULAWESI TENGGARA,TIRAWUTA,LALOLAE
SULAWESI TENGGARA,TIRAWUTA,LAMBANDIA
SULAWESI TENGGARA,TIRAWUTA,LOEA
SULAWESI TENGGARA,TIRAWUTA,MOWEWE
SULAWESI TENGGARA,TIRAWUTA,POLI POLIA
SULAWESI TENGGARA,TIRAWUTA,TINONDO
SULAWESI TENGGARA,TIRAWUTA,UEESI
SULAWESI TENGGARA,TIRAWUTA,ULUIWOI
MALUKU UTARA,TERNATE,MOTI
MALUKU UTARA,TERNATE,PULAU BATANG DUA
MALUKU UTARA,TERNATE,PULAU HIRI
MALUKU UTARA,TERNATE,PULAU TERNATE
KALIMANTAN BARAT,TUMBANG TITI,DELTA PAWAN
KALIMANTAN BARAT,TUMBANG TITI,AIR UPAS
KALIMANTAN BARAT,TUMBANG TITI,BENUA KAYONG
KALIMANTAN BARAT,TUMBANG TITI,HULU SUNGAI
KALIMANTAN BARAT,TUMBANG TITI,JELAI HULU
KALIMANTAN BARAT,TUMBANG TITI,MANIS MATA
KALIMANTAN BARAT,TUMBANG TITI,MARAU
KALIMANTAN BARAT,TUMBANG TITI,MATAN HILIR UTARA
KALIMANTAN BARAT,TUMBANG TITI,MUARA PAWAN
KALIMANTAN BARAT,TUMBANG TITI,NANGA TAYAP
KALIMANTAN BARAT,TUMBANG TITI,PEMAHAN
KALIMANTAN BARAT,TUMBANG TITI,SANDAI
KALIMANTAN BARAT,TUMBANG TITI,SIMPANG DUA
KALIMANTAN BARAT,TUMBANG TITI,SIMPANG HULU
KALIMANTAN BARAT,TUMBANG TITI,SINGKUP
KALIMANTAN BARAT,TUMBANG TITI,SUNGAI LAUR
KALIMANTAN BARAT,TUMBANG TITI,SUNGAI MELAYU RAYAK
KALIMANTAN BARAT,TUMBANG TITI,TUMBANG TITI
KALIMANTAN BARAT,TUMBANG TITI,KENDAWANGAN
KALIMANTAN TIMUR,TENGGARONG,ANGGANA
KALIMANTAN TIMUR,TENGGARONG,KOTA BANGUN
KALIMANTAN TIMUR,TENGGARONG,LOA JANAN-TWR
KALIMANTAN TIMUR,TENGGARONG,LOA KULU
KALIMANTAN TIMUR,TENGGARONG,MUARA KAMAN
KALIMANTAN TIMUR,TENGGARONG,MUARA MUNTAI
KALIMANTAN TIMUR,TENGGARONG,MUARA WIS
KALIMANTAN TIMUR,TENGGARONG,SEMBOJA
KALIMANTAN TIMUR,TENGGARONG,SANGA-SANGA-TWR
KALIMANTAN TIMUR,TENGGARONG,SEBULU
KALIMANTAN TIMUR,TENGGARONG,TENGGARONG
KALIMANTAN TIMUR,TENGGARONG,TENGGARONG SEBERANG
KALIMANTAN UTARA,BULUNGAN,TANJUNG PALAS
KALIMANTAN UTARA,BULUNGAN,TANJUNG PALAS TIMUR
JAWA TIMUR,TUBAN,BANGILAN
MALUKU UTARA,HALMAHERA UTARA,GALELA
MALUKU UTARA,HALMAHERA UTARA,GALELA BARAT
MALUKU UTARA,HALMAHERA UTARA,GALELA SELATAN
MALUKU UTARA,HALMAHERA UTARA,KAO
MALUKU UTARA,HALMAHERA UTARA,KAO BARAT
MALUKU UTARA,HALMAHERA UTARA,KAO TELUK
MALUKU UTARA,HALMAHERA UTARA,KAO UTARA
MALUKU UTARA,HALMAHERA UTARA,TOBELO BARAT
MALUKU UTARA,HALMAHERA UTARA,TOBELO SELATAN
MALUKU UTARA,HALMAHERA UTARA,TOBELO TENGAH
MALUKU UTARA,HALMAHERA UTARA,TOBELO TIMUR
MALUKU UTARA,HALMAHERA UTARA,TOBELO UTARA
SULAWESI UTARA,MINAHASA,TONDANO BARAT
SULAWESI UTARA,MINAHASA,TONDANO SELATAN
SULAWESI UTARA,MINAHASA,TONDANO TIMUR
SULAWESI UTARA,MINAHASA,TONDANO UTARA
SULAWESI UTARA,MINAHASA,ERIS
SULAWESI UTARA,MINAHASA,KAKAS
SULAWESI UTARA,MINAHASA,KOMBI
SULAWESI UTARA,MINAHASA,LANGOWAN BARAT
SULAWESI UTARA,MINAHASA,LANGOWAN SELATAN
SULAWESI UTARA,MINAHASA,LANGOWAN TIMUR
SULAWESI UTARA,MINAHASA,LANGOWAN UTARA
SULAWESI UTARA,MINAHASA,LEMBEAN TIMUR
SULAWESI UTARA,MINAHASA,PINELENG
SULAWESI UTARA,MINAHASA,REMBOKEN
SULAWESI UTARA,MINAHASA,SONDER
SULAWESI UTARA,MINAHASA,TOMBARIRI
SULAWESI UTARA,MINAHASA,TOMBULU
SULAWESI UTARA,MINAHASA,TOMPASO
SULAWESI UTARA,MINAHASA,KAKAS BARAT
SULAWESI UTARA,MINAHASA,KAWANGKOAN BARAT
SULAWESI UTARA,MINAHASA,MANDOLONG
SULAWESI UTARA,MINAHASA,TOMBARIRI TIMUR
SULAWESI UTARA,MINAHASA,TOMPASO BARAT
SUMATERA UTARA,NIAS SELATAN,AMANDRAYA
SUMATERA UTARA,NIAS SELATAN,ARAMO
SUMATERA UTARA,NIAS SELATAN,FANAYAMA
SUMATERA UTARA,NIAS SELATAN,GOMO
SUMATERA UTARA,NIAS SELATAN,HIBALA
SUMATERA UTARA,NIAS SELATAN,HILIMEGAI
SUMATERA UTARA,NIAS SELATAN,LAHUSA
SUMATERA UTARA,NIAS SELATAN,LOLOMATUA
SUMATERA UTARA,NIAS SELATAN,LOLOWAU
SUMATERA UTARA,NIAS SELATAN,MANIAMOLO
SUMATERA UTARA,NIAS SELATAN,MAZO
SUMATERA UTARA,NIAS SELATAN,PULAU PULAU BATU
SUMATERA UTARA,NIAS SELATAN,PULAU PULAU BATU TIMUR
SUMATERA UTARA,NIAS SELATAN,SUSUA
SUMATERA UTARA,NIAS SELATAN,TOMA
SUMATERA UTARA,NIAS SELATAN,UMBUNASI
SUMATERA UTARA,NIAS SELATAN,HILISALAWA AHE
SUMATERA UTARA,NIAS SELATAN,HURUNA
SUMATERA UTARA,NIAS SELATAN,OOU
SUMATERA UTARA,NIAS SELATAN,ONOHAZUMBA
SUMATERA UTARA,NIAS SELATAN,ULUNOYO
SUMATERA UTARA,NIAS SELATAN,ULUSUSUA
JAWA TIMUR,TRENGGALEK KOTA,GANDUSARI-TGK
JAWA TIMUR,TRENGGALEK KOTA,KAMPAK
JAWA TIMUR,TRENGGALEK KOTA,POGALAN
JAWA TIMUR,TRENGGALEK KOTA,PULE
JAWA TIMUR,TRENGGALEK KOTA,SURUH-TGK
JAWA TIMUR,TRENGGALEK KOTA,BENDUNGAN
JAWA TIMUR,TRENGGALEK KOTA,TUGU-TGK
JAWA TIMUR,TRENGGALEK KOTA,WATULIMO
JAWA TIMUR,TRENGGALEK KOTA,DURENAN
JAWA TIMUR,TRENGGALEK KOTA,DONGKO
JAWA TIMUR,TRENGGALEK KOTA,MUNJUNGAN
JAWA TIMUR,TRENGGALEK KOTA,PANGGUL
JAWA TENGAH,TEGAL,DUKUHTURI
SULAWESI UTARA,TAHUNA,TAHUNA BARAT
SULAWESI UTARA,TAHUNA,KENDAHE
SULAWESI UTARA,TAHUNA,MANGANITU
SULAWESI UTARA,TAHUNA,MANGANITU SELATAN
SULAWESI UTARA,TAHUNA,TABUKAN SELATAN
SULAWESI UTARA,TAHUNA,TABUKAN SELATAN TENGAH
SULAWESI UTARA,TAHUNA,TABUKAN TENGAH
SULAWESI UTARA,TAHUNA,TABUKAN UTARA
SULAWESI UTARA,TAHUNA,TAMAKO
SULAWESI UTARA,TAHUNA,TATOARENG
SULAWESI UTARA,TAHUNA,TABUKAN SELATAN TENGGARA
SULAWESI UTARA,TAHUNA,KEPULAUAN MAROR
SULAWESI UTARA,TAHUNA,NUSA TABUKAN
MALUKU UTARA,TIDORE,TIDORE
MALUKU UTARA,TIDORE,TIDORE TIMUR
MALUKU UTARA,TIDORE,TIDORE UTARA
SULAWESI TENGGARA,KONAWE,UNAAHA
SULAWESI TENGGARA,KONAWE,ABUKI
SULAWESI TENGGARA,KONAWE,AMONGGEDO
SULAWESI TENGGARA,KONAWE,ASINUA
SULAWESI TENGGARA,KONAWE,BESULUTU
SULAWESI TENGGARA,KONAWE,BONDOALA
SULAWESI TENGGARA,KONAWE,KAPOYALA
SULAWESI TENGGARA,KONAWE,KONAWE
SULAWESI TENGGARA,KONAWE,LALONGGASUMEETO
SULAWESI TENGGARA,KONAWE,LAMBUYA
SULAWESI TENGGARA,KONAWE,LATOMA
SULAWESI TENGGARA,KONAWE,MELUHU
SULAWESI TENGGARA,KONAWE,PONDIDAHA
SULAWESI TENGGARA,KONAWE,PURIALA
SULAWESI TENGGARA,KONAWE,ROUTA
SULAWESI TENGGARA,KONAWE,SAMPARA
SULAWESI TENGGARA,KONAWE,TONGAUNA
SULAWESI TENGGARA,KONAWE,UEPAI
SULAWESI TENGGARA,KONAWE,WAWOTOBI
SULAWESI TENGGARA,KONAWE,WONGGEDUKU
SULAWESI TENGGARA,KONAWE,ONEMBUTE
SULAWESI SELATAN,MAKASSAR,MAKASSAR
SULAWESI SELATAN,MAKASSAR,MAMAJANG
SULAWESI SELATAN,MAKASSAR,MARISO
SULAWESI SELATAN,MAKASSAR,UJUNG PANDANG
SULAWESI SELATAN,MAKASSAR,MANGGALA
SULAWESI SELATAN,MAKASSAR,TAMALANREA
SULAWESI SELATAN,MAKASSAR,TAMALATE
SULAWESI SELATAN,MAKASSAR,WAJO
SULAWESI SELATAN,MAKASSAR,BIRING KANAYA
SULAWESI SELATAN,MAKASSAR,PANAKKUKANG
SULAWESI SELATAN,MAKASSAR,RAPPOCINI
SULAWESI SELATAN,MAKASSAR,TALLO
SULAWESI SELATAN,MAKASSAR,BONTOALA
SULAWESI TENGGARA,KONAWE SELATAN,ANGATA
SULAWESI TENGGARA,KONAWE SELATAN,BAITO
SULAWESI TENGGARA,KONAWE SELATAN,BASALA
SULAWESI TENGGARA,KONAWE SELATAN,BENUA
SULAWESI TENGGARA,KONAWE SELATAN,BUKE
SULAWESI TENGGARA,KONAWE SELATAN,KOLONO
SULAWESI TENGGARA,KONAWE SELATAN,KONDA-WAG
SULAWESI TENGGARA,KONAWE SELATAN,LAINEA
SULAWESI TENGGARA,KONAWE SELATAN,LALUMBUU
SULAWESI TENGGARA,KONAWE SELATAN,LANDONO
SULAWESI TENGGARA,KONAWE SELATAN,LAONTI
SULAWESI TENGGARA,KONAWE SELATAN,MORAMO
SULAWESI TENGGARA,KONAWE SELATAN,MORAMO UTARA
SULAWESI TENGGARA,KONAWE SELATAN,MOWILA
SULAWESI TENGGARA,KONAWE SELATAN,PALANGGA
SULAWESI TENGGARA,KONAWE SELATAN,PALANGGA SELATAN
SULAWESI TENGGARA,KONAWE SELATAN,RANOMEETO
SULAWESI TENGGARA,KONAWE SELATAN,RANOMEETO BARAT
SULAWESI TENGGARA,KONAWE SELATAN,TINANGGEA
SULAWESI TENGGARA,KONAWE SELATAN,WOLASI
NUSA TENGGARA TIMUR,WAIKABUBAK,LAMBOYA
NUSA TENGGARA TIMUR,WAIKABUBAK,LAMBOYA BARAT
NUSA TENGGARA TIMUR,WAIKABUBAK,LOLI
NUSA TENGGARA TIMUR,WAIKABUBAK,TANA RIGHU
NUSA TENGGARA TIMUR,WAIKABUBAK,WANOKAKA
NUSA TENGGARA TIMUR,WAIKABUBAK,KADI BANGEDO
SULAWESI TENGGARA,KONAWE UTARA,ASERA
SULAWESI TENGGARA,KONAWE UTARA,ANDOWIA
SULAWESI TENGGARA,KONAWE UTARA,LANGGIKIMA
SULAWESI TENGGARA,KONAWE UTARA,LASOLO
SULAWESI TENGGARA,KONAWE UTARA,LEMBO-WGG
SULAWESI TENGGARA,KONAWE UTARA,MOTUI
SULAWESI TENGGARA,KONAWE UTARA,OHEO
SULAWESI TENGGARA,KONAWE UTARA,SAWA
JAWA TENGAH,WONOGIRI,GIRIMARTO
JAWA TENGAH,WONOGIRI,JATIPURNO
JAWA TENGAH,WONOGIRI,MANYARAN
JAWA TENGAH,WONOGIRI,NGADIROJO-WGI
JAWA TENGAH,WONOGIRI,WURYANTORO
JAWA TENGAH,WONOGIRI,SELOGIRI
JAWA TENGAH,WONOGIRI,K PUHPELEM
JAWA TENGAH,WONOGIRI,PURWANTORO
JAWA TENGAH,WONOGIRI,SIDOHARJO-WGI
JAWA TENGAH,WONOGIRI,SLOGOHIMO
JAWA TENGAH,WONOGIRI,KISMANTORO
JAWA TENGAH,WONOGIRI,JATIROTO-WGI
JAWA TENGAH,WONOGIRI,JATISRONO
JAWA TENGAH,WONOGIRI,BULUKERTO
JAWA TENGAH,WONOGIRI,BATURETNO
JAWA TENGAH,WONOGIRI,GIRITRONTO
JAWA TENGAH,WONOGIRI,GIRIWOYO
JAWA TENGAH,WONOGIRI,KARANGTENGAH-WGI
JAWA TENGAH,WONOGIRI,NGUNTORONADI-WGI
JAWA TENGAH,WONOGIRI,PARANGGUPITO
JAWA TENGAH,WONOGIRI,PRACIMANTORO
JAWA TENGAH,WONOGIRI,TIRTOMOYO
JAWA TENGAH,WONOGIRI,EROMOKO
NUSA TENGGARA TIMUR,WAINGAPU,WAINGAPU
NUSA TENGGARA TIMUR,WAINGAPU,KAMBERA
NUSA TENGGARA TIMUR,WAINGAPU,KATALA HAMU LINGU
NUSA TENGGARA TIMUR,WAINGAPU,NGADU NGALA
NUSA TENGGARA TIMUR,WAINGAPU,PINUPAHAR
NUSA TENGGARA TIMUR,WAINGAPU,WULA WAIJELU
NUSA TENGGARA TIMUR,WAINGAPU,KAMBATA MAPAMBUHANG
NUSA TENGGARA TIMUR,WAINGAPU,KANATANG
NUSA TENGGARA BARAT,KAB.BIMA,RASANAE BARAT-WHO
NUSA TENGGARA BARAT,KAB.BIMA,AMBALAWI
NUSA TENGGARA BARAT,KAB.BIMA,BELO
NUSA TENGGARA BARAT,KAB.BIMA,BOLO
NUSA TENGGARA BARAT,KAB.BIMA,DONGGO
NUSA TENGGARA BARAT,KAB.BIMA,LAMBITU
NUSA TENGGARA BARAT,KAB.BIMA,LAMBU
NUSA TENGGARA BARAT,KAB.BIMA,LANGGUDU
NUSA TENGGARA BARAT,KAB.BIMA,MONPA
NUSA TENGGARA BARAT,KAB.BIMA,PALIBELO
NUSA TENGGARA BARAT,KAB.BIMA,PARADO
NUSA TENGGARA BARAT,KAB.BIMA,SAPE
NUSA TENGGARA BARAT,KAB.BIMA,SOROMANDI
NUSA TENGGARA BARAT,KAB.BIMA,WAWO-WHO
NUSA TENGGARA BARAT,KAB.BIMA,WERA
NUSA TENGGARA BARAT,KAB.BIMA,WOHA
JAWA TIMUR,WLINGI,BAKUNG
JAWA TIMUR,WLINGI,BINANGUN-WLG
JAWA TIMUR,WLINGI,GARUM
JAWA TIMUR,WLINGI,KADEMANGAN-WLG
JAWA TIMUR,WLINGI,KANIGORO
JAWA TIMUR,WLINGI,NGLEGOK
JAWA TIMUR,WLINGI,PONGGOK
JAWA TIMUR,WLINGI,SANAN KULON
JAWA TIMUR,WLINGI,SUTOJAYAN
JAWA TIMUR,WLINGI,UDANAWU
JAWA TIMUR,WLINGI,WONODADI
JAWA TIMUR,WLINGI,WONOTIRTO
JAWA TIMUR,WLINGI,WATES-WLG
JAWA TIMUR,WLINGI,TALUN-WLG
JAWA TIMUR,WLINGI,SELOPURO
JAWA TIMUR,WLINGI,SELOREJO
JAWA TIMUR,WLINGI,PANGGUNGREJO-WLG
JAWA TIMUR,WLINGI,KESAMBEN-WLG
KALIMANTAN UTARA,BULUNGAN,PESO
KALIMANTAN UTARA,BULUNGAN,SEKATAK
KALIMANTAN UTARA,BULUNGAN,TANJUNG PALAS TENGAH
KALIMANTAN UTARA,BULUNGAN,TANJUNG PALAS UTARA
KALIMANTAN UTARA,BULUNGAN,TANJUNG SELOR
MALUKU,TUAL,PULAU DULLAH SELATAN
MALUKU,TUAL,PULAU DULLAH UTARA
MALUKU,TUAL,PULAU TAYANDO TAM
MALUKU,TUAL,PULAU-PULAU KUR
MALUKU,TUAL,KUR SELATAN
JAWA TENGAH,UNGARAN,BERGAS
JAWA TENGAH,UNGARAN,PRINGAPUS
JAWA TENGAH,UNGARAN,TUNTANG
JAWA TENGAH,UNGARAN,BAWEN
PAPUA,MIMIKA,MIMIKA BARU
PAPUA,MIMIKA,MIMIKA TIMUR
PAPUA,MIMIKA,AGIMUGA
PAPUA,MIMIKA,JILA
PAPUA,MIMIKA,JITA
PAPUA,MIMIKA,KUALA KENCANA
PAPUA,MIMIKA,MIMIKA BARAT
PAPUA,MIMIKA,MIMIKA BARAT JAUH
PAPUA,MIMIKA,MIMIKA TIMUR JAUH
PAPUA,MIMIKA,MIMIKA TIMUR TENGAH
PAPUA,MIMIKA,TEMBAGAPURA
PAPUA,MIMIKA,ALAMA-TIM
PAPUA,MIMIKA,AMAR
PAPUA,MIMIKA,HOYA
PAPUA,MIMIKA,IWAKA
PAPUA,MIMIKA,KWAMKI NARAMA
PAPUA,MIMIKA,WANIA
GORONTALO,TILAMUTA,BOTUMOITA
GORONTALO,TILAMUTA,DULUPI
GORONTALO,TILAMUTA,MANANGGU
GORONTALO,TILAMUTA,PAGUYAMAN
GORONTALO,TILAMUTA,WONOSARI
KALIMANTAN SELATAN,TABALONG,BANUA LAWAS
KALIMANTAN SELATAN,TABALONG,BINTANG ARA
KALIMANTAN SELATAN,TABALONG,HARUAI
KALIMANTAN SELATAN,TABALONG,JARO
KALIMANTAN SELATAN,TABALONG,KELUA
KALIMANTAN SELATAN,TABALONG,MUARA HARUS
KALIMANTAN SELATAN,TABALONG,MUARA UYA
KALIMANTAN SELATAN,TABALONG,MURUNG PUDAK
KALIMANTAN SELATAN,TABALONG,PUGAAN
KALIMANTAN SELATAN,TABALONG,TANTA
KALIMANTAN SELATAN,TABALONG,UPAU
BANGKA BELITUNG,BELITUNG,BADAU-TJQ
BANGKA BELITUNG,BELITUNG,MEMBALONG
BANGKA BELITUNG,BELITUNG,SIJUK
KEPULAUAN RIAU,KARIMUN,DURAI
KEPULAUAN RIAU,KARIMUN,KARIMUN
KEPULAUAN RIAU,KARIMUN,KUNDUR
KEPULAUAN RIAU,KARIMUN,KUNDUR BARAT
KEPULAUAN RIAU,KARIMUN,KUNDUR UTARA
KEPULAUAN RIAU,KARIMUN,MERAL
KEPULAUAN RIAU,KARIMUN,TEBING
KEPULAUAN RIAU,KARIMUN,BELAT
KEPULAUAN RIAU,KARIMUN,MERAT BARAT
KEPULAUAN RIAU,KARIMUN,UNGAR
KEPULAUAN RIAU,KUATAN SINGINGI,BENAI
KEPULAUAN RIAU,KUATAN SINGINGI,CERENTI
